DATE EVENT;X;Y;EVENT;VALUE1;VALUE2;CELL_ID;COMMENT;date ajout;resp. ajout;;
06/01/1980;41;56;city;Darou Ndoye;;58142;;19/07/2014;JLF;;
06/01/1980;41;34;city;Diayane;;50442;;19/07/2014;JLF;;
06/01/1980;41;28;city;Keur Atou Ngom;;48342;;19/07/2014;JLF;;
06/01/1980;41;48;city;Keur Ballal Sow;;55342;;19/07/2014;JLF;;
06/01/1980;41;51;city;Keur Khar Diop ;;56392;;19/07/2014;JLF;;
06/01/1980;41;49;city;Keur Magor;;55692;;19/07/2014;JLF;;
06/01/1980;41;27;city;Keur Mamour Mbengue;;47992;;19/07/2014;JLF;;
06/01/1980;41;30;city;Keur Matar Fall;;49042;;19/07/2014;JLF;;
06/01/1980;41;41;city;Keur Salla Mbatta;;52892;;19/07/2014;JLF;;
06/01/1980;41;31;city;Keur Yoro Sadio;;49392;;19/07/2014;JLF;;
06/01/1980;41;29;city;Khaye Baback;;48692;;19/07/2014;JLF;;
06/01/1980;41;52;city;Maka Thioune;;56742;;19/07/2014;JLF;;
06/01/1980;41;24;city;Mandagry Ouolof;;46942;;19/07/2014;JLF;;
06/01/1980;41;23;city;Mandagry Toucouleur;;46592;;19/07/2014;JLF;;
06/01/1980;41;26;city;Mbambara Cherif;;47642;;19/07/2014;JLF;;
06/01/1980;41;36;city;Mbeye;;51142;;19/07/2014;JLF;;
06/01/1980;41;37;city;Mbourou;;51492;;19/07/2014;JLF;;
06/01/1980;41;57;city;Ndanghar;;58492;;19/07/2014;JLF;;
06/01/1980;41;45;city;Ndary;;54292;;19/07/2014;JLF;;
06/01/1980;41;32;city;Ndiagne;;49742;;19/07/2014;JLF;;
06/01/1980;41;46;city;Ndiane;;54642;;19/07/2014;JLF;;
06/01/1980;41;15;city;Ndiarao;;43792;;19/07/2014;JLF;;
06/01/1980;41;17;city;Ndioudiouf;;44492;;19/07/2014;JLF;;
06/01/1980;41;8;city;Ndioukh Fissel;;41342;;19/07/2014;JLF;;
06/01/1980;41;16;city;Ndorong;;44142;;19/07/2014;JLF;;
06/01/1980;41;22;city;Nguinthe Ouolof;;46242;;19/07/2014;JLF;;
06/01/1980;41;21;city;Nguinthe Toucouleur;;45892;;19/07/2014;JLF;;
06/01/1980;41;10;city;Sandiara Serere;;42042;;19/07/2014;JLF;;
06/01/1980;41;10;city;Sandiara Serere;;42042;;19/07/2014;JLF;;
06/01/1980;41;38;city;Santhiou Thiande;;51842;;19/07/2014;JLF;;
06/01/1980;41;40;city;Sinou Khaly;;52542;;19/07/2014;JLF;;
06/01/1980;41;11;city;Soukheme;;42392;;19/07/2014;JLF;;
06/01/1980;41;43;city;Thisse Ii;;53592;;19/07/2014;JLF;;
06/01/1980;41;44;city;Tobene;;53942;;19/07/2014;JLF;;
06/01/1980;40;53;city;Andal I;;57091;;19/07/2014;JLF;;
06/01/1980;40;38;city;Baity Balla Dia;;51841;;19/07/2014;JLF;;
06/01/1980;40;32;city;Bangadji;;49741;;19/07/2014;JLF;;
06/01/1980;40;34;city;Daldiam;;50441;;19/07/2014;JLF;;
06/01/1980;40;33;city;Keur Amadou Ndary;;50091;;19/07/2014;JLF;;
06/01/1980;40;36;city;Keur Khaly Sokhna;;51141;;19/07/2014;JLF;;
06/01/1980;40;31;city;Keur Khar Dieye;;49391;;19/07/2014;JLF;;
06/01/1980;40;28;city;Keur Magueye Ndao;;48341;;19/07/2014;JLF;;
06/01/1980;40;14;city;Keur Malick Ndiaye;;43441;;19/07/2014;JLF;;
06/01/1980;40;23;city;Keur Massamba Ngoundj;;46591;;19/07/2014;JLF;;
06/01/1980;40;22;city;Keur Ndiaga Sylla;;46241;;19/07/2014;JLF;;
06/01/1980;40;24;city;Keur Ndiol Dieng;;46941;;19/07/2014;JLF;;
06/01/1980;40;37;city;Keur Yoro Sadio;;51491;;19/07/2014;JLF;;
06/01/1980;40;35;city;Kielle;;50791;;19/07/2014;JLF;;
06/01/1980;40;42;city;Macka Dieng;;53241;;19/07/2014;JLF;;
06/01/1980;40;60;city;Mbetete II;;59541;;19/07/2014;JLF;;
06/01/1980;40;26;city;Nafar;;47641;;19/07/2014;JLF;;
06/01/1980;40;9;city;Ndioukh Medoune;;41691;;19/07/2014;JLF;;
06/01/1980;40;8;city;Ndolor;;41341;;19/07/2014;JLF;;
06/01/1980;40;44;city;Ndoyene II;;53941;;19/07/2014;JLF;;
06/01/1980;40;45;city;Ngakham II;;54291;;19/07/2014;JLF;;
06/01/1980;40;27;city;Ngombel;;47991;;19/07/2014;JLF;;
06/01/1980;40;2;city;Ngueniene Peulh;;39241;;19/07/2014;JLF;;
06/01/1980;40;21;city;Nguinthe Serere;;45891;;19/07/2014;JLF;;
06/01/1980;40;52;city;Seguel Thioune;;56741;;19/07/2014;JLF;;
06/01/1980;40;41;city;Selco;;52891;;19/07/2014;JLF;;
06/01/1980;40;29;city;Thienaba Seck;;48691;;19/07/2014;JLF;;
06/01/1980;40;39;city;Tivaouane;;52191;;19/07/2014;JLF;;
06/01/1980;39;5;city;Ballabougou;;40290;;19/07/2014;JLF;;
06/01/1980;39;31;city;Demodio;;49390;;19/07/2014;JLF;;
06/01/1980;39;20;city;Dieling;;45540;;19/07/2014;JLF;;
06/01/1980;39;45;city;Gade Ngomene;;54290;;19/07/2014;JLF;;
06/01/1980;39;58;city;Keur Alle Mar;;58840;;19/07/2014;JLF;;
06/01/1980;39;30;city;Keur Demba Anta;;49040;;19/07/2014;JLF;;
06/01/1980;39;49;city;Keur Demba Gaye;;55690;;19/07/2014;JLF;;
06/01/1980;39;7;city;Keur Diba;;40990;;19/07/2014;JLF;;
06/01/1980;39;36;city;Keur Magueye;;51140;;19/07/2014;JLF;;
06/01/1980;39;42;city;Keur Magueye;;53240;;19/07/2014;JLF;;
06/01/1980;39;35;city;Keur Mathilene;;50790;;19/07/2014;JLF;;
06/01/1980;39;29;city;Keur Meissa Ndiack;;48690;;19/07/2014;JLF;;
06/01/1980;39;40;city;Keur Ndiobo;;52540;;19/07/2014;JLF;;
06/01/1980;39;13;city;Kouthie;;43090;;19/07/2014;JLF;;
06/01/1980;39;10;city;Louly Ndia;;42040;;19/07/2014;JLF;;
06/01/1980;39;38;city;Ndiakhate Amar;;51840;;19/07/2014;JLF;;
06/01/1980;39;14;city;Ndingler;;43440;;19/07/2014;JLF;;
06/01/1980;39;9;city;Ndioukh Thiorokh;;41690;;19/07/2014;JLF;;
06/01/1980;39;37;city;Ndjite Ndiassane;;51490;;19/07/2014;JLF;;
06/01/1980;39;25;city;Ngollar Toucouleur;;47290;;19/07/2014;JLF;;
06/01/1980;39;12;city;Ngomene;;42740;;19/07/2014;JLF;;
06/01/1980;39;46;city;Ngomene;;54640;;19/07/2014;JLF;;
06/01/1980;39;27;city;Pakala;;47990;;19/07/2014;JLF;;
06/01/1980;39;18;city;Pamene 1;;44840;;19/07/2014;JLF;;
06/01/1980;39;22;city;Pamene II;;46240;;19/07/2014;JLF;;
06/01/1980;39;8;city;Soussane;;41340;;19/07/2014;JLF;;
06/01/1980;39;50;city;Thiamrousse;;56040;;19/07/2014;JLF;;
06/01/1980;39;50;city;Thiamrousse;;56040;;19/07/2014;JLF;;
06/01/1980;38;36;city;Cherif Lo;;51139;;19/07/2014;JLF;;
06/01/1980;38;44;city;Daf I;;53939;;19/07/2014;JLF;;
06/01/1980;38;27;city;Dioukhane Peulh;;47989;;19/07/2014;JLF;;
06/01/1980;38;43;city;Djingue;;53589;;19/07/2014;JLF;;
06/01/1980;38;31;city;Fandene Yaboye Fouthie;;49389;;19/07/2014;JLF;;
06/01/1980;38;57;city;Fass Boye;;58489;;19/07/2014;JLF;;
06/01/1980;38;25;city;Gotte II;;47289;;19/07/2014;JLF;;
06/01/1980;38;41;city;Keur Bocar;;52889;;19/07/2014;JLF;;
06/01/1980;38;19;city;Keur Cheikh Madiop;;45189;;19/07/2014;JLF;;
06/01/1980;38;15;city;Keur Macoumba Kebe;;43789;;19/07/2014;JLF;;
06/01/1980;38;29;city;Keur Madaro Niang;;48689;;19/07/2014;JLF;;
06/01/1980;38;20;city;Keur Mangary Ka;;45539;;19/07/2014;JLF;;
06/01/1980;38;34;city;Keur Massamba Gueye;;50439;;19/07/2014;JLF;;
06/01/1980;38;35;city;Keur Massamba Gueye;;50789;;19/07/2014;JLF;;
06/01/1980;38;38;city;Keur Matar Ngone;;51839;;19/07/2014;JLF;;
06/01/1980;38;10;city;Louly Ngogom;;42039;;19/07/2014;JLF;;
06/01/1980;38;3;city;Ndiamane;;39589;;19/07/2014;JLF;;
06/01/1980;38;37;city;Ndiene;;51489;;19/07/2014;JLF;;
06/01/1980;38;26;city;Ndioukhane Serere;;47639;;19/07/2014;JLF;;
06/01/1980;38;28;city;Ndirene;;48339;;19/07/2014;JLF;;
06/01/1980;38;24;city;Ngollar Serere;;46939;;19/07/2014;JLF;;
06/01/1980;38;9;city;Samane;;41689;;19/07/2014;JLF;;
06/01/1980;38;21;city;Tassette Toucouleur;;45889;;19/07/2014;JLF;;
06/01/1980;38;22;city;Thialle;;46239;;19/07/2014;JLF;;
06/01/1980;38;42;city;Thialle;;53239;;19/07/2014;JLF;;
06/01/1980;38;17;city;Thieyene;;44489;;19/07/2014;JLF;;
06/01/1980;38;39;city;Yendane;;52189;;19/07/2014;JLF;;
06/01/1980;37;44;city;Daf II;;53938;;19/07/2014;JLF;;
06/01/1980;37;47;city;Dakhar Laye;;54988;;19/07/2014;JLF;;
06/01/1980;37;40;city;Dougnane;;52538;;19/07/2014;JLF;;
06/01/1980;37;31;city;Fandene Diamdiorokh;;49388;;19/07/2014;JLF;;
06/01/1980;37;56;city;Golgainde;;58138;;19/07/2014;JLF;;
06/01/1980;37;25;city;Gotte  I;;47288;;19/07/2014;JLF;;
06/01/1980;37;34;city;Keur Abdou Ndiaye;;50438;;19/07/2014;JLF;;
06/01/1980;37;38;city;Keur Birima Dior;;51838;;19/07/2014;JLF;;
06/01/1980;37;16;city;Keur Demba Anta;;44138;;19/07/2014;JLF;;
06/01/1980;37;30;city;Keur Demba Ngoye;;49038;;19/07/2014;JLF;;
06/01/1980;37;24;city;Keur Diatta;;46938;;19/07/2014;JLF;;
06/01/1980;37;35;city;Keur Galy Sarr;;50788;;19/07/2014;JLF;;
06/01/1980;37;29;city;Keur Karamokho;;48688;;19/07/2014;JLF;;
06/01/1980;37;42;city;Keur Malle Ndiaye;;53238;;19/07/2014;JLF;;
06/01/1980;37;26;city;Keur Matar Daro Ndiaye;;47638;;19/07/2014;JLF;;
06/01/1980;37;19;city;Keur Mbaye Seyni;;45188;;19/07/2014;JLF;;
06/01/1980;37;17;city;Keur Ndiogou Ndiaye;;44488;;19/07/2014;JLF;;
06/01/1980;37;18;city;Keur Ngouda Samb;;44838;;19/07/2014;JLF;;
06/01/1980;37;39;city;Khakhe;;52188;;19/07/2014;JLF;;
06/01/1980;37;13;city;Kibick;;43088;;19/07/2014;JLF;;
06/01/1980;37;10;city;Louly Bentegne;;42038;;19/07/2014;JLF;;
06/01/1980;37;11;city;Louly Mbafaye;;42388;;19/07/2014;JLF;;
06/01/1980;37;37;city;Mbenguene;;51488;;19/07/2014;JLF;;
06/01/1980;37;8;city;Mbourokh;;41338;;19/07/2014;JLF;;
06/01/1980;37;36;city;Ndiakhate Ndiassane;;51138;;19/07/2014;JLF;;
06/01/1980;37;36;city;Ndiakhate Ndiassane;;51138;;19/07/2014;JLF;;
06/01/1980;37;45;city;Ndomor;;54288;;19/07/2014;JLF;;
06/01/1980;37;9;city;Nianar;;41688;;19/07/2014;JLF;;
06/01/1980;37;23;city;Pout Diack;;46588;;19/07/2014;JLF;;
06/01/1980;37;2;city;Roff;;39238;;19/07/2014;JLF;;
06/01/1980;37;48;city;Santhiou Wakhal;;55338;;19/07/2014;JLF;;
06/01/1980;37;49;city;Tanime;;55688;;19/07/2014;JLF;;
06/01/1980;37;21;city;Tassette Peulh;;45888;;19/07/2014;JLF;;
06/01/1980;37;20;city;Tassette Serere;;45538;;19/07/2014;JLF;;
06/01/1980;36;51;city;Andal  II ;;56387;;19/07/2014;JLF;;
06/01/1980;36;37;city;Baliga;;51487;;19/07/2014;JLF;;
06/01/1980;36;19;city;Baye;;45187;;19/07/2014;JLF;;
06/01/1980;36;15;city;Djilakh;;43787;;19/07/2014;JLF;;
06/01/1980;36;31;city;Fandene Ndiour;;49387;;19/07/2014;JLF;;
06/01/1980;36;27;city;Keur Amar Diakhou;;47987;;19/07/2014;JLF;;
06/01/1980;36;48;city;Keur Bakary Sarr;;55337;;19/07/2014;JLF;;
06/01/1980;36;41;city;Keur Birama Fatim;;52887;;19/07/2014;JLF;;
06/01/1980;36;16;city;Keur Makebe Kebe;;44137;;19/07/2014;JLF;;
06/01/1980;36;17;city;Keur Malick Gueye;;44487;;19/07/2014;JLF;;
06/01/1980;36;35;city;Keur Massaer Dieng;;50787;;19/07/2014;JLF;;
06/01/1980;36;32;city;Keur Mory Mbaye;;49737;;19/07/2014;JLF;;
06/01/1980;36;42;city;Keur Samba Awa;;53237;;19/07/2014;JLF;;
06/01/1980;36;28;city;Keur Sara Badiane;;48337;;19/07/2014;JLF;;
06/01/1980;36;36;city;Koudiadiene;;51137;;19/07/2014;JLF;;
06/01/1980;36;36;city;Koudiadiene;;51137;;19/07/2014;JLF;;
06/01/1980;36;34;city;Lalane;;50437;;19/07/2014;JLF;;
06/01/1980;36;11;city;Louly Sindiane;;42387;;19/07/2014;JLF;;
06/01/1980;36;40;city;Mbaciane;;52537;;19/07/2014;JLF;;
06/01/1980;36;20;city;Mbane;;45537;;19/07/2014;JLF;;
06/01/1980;36;54;city;Mboro Beno;;57437;;19/07/2014;JLF;;
06/01/1980;36;49;city;Mboro Mbaye Mbaye;;55687;;19/07/2014;JLF;;
06/01/1980;36;50;city;Mboro Ouolof;;56037;;19/07/2014;JLF;;
06/01/1980;36;25;city;Notto;;47287;;19/07/2014;JLF;;
06/01/1980;36;18;city;Paris Dieye;;44837;;19/07/2014;JLF;;
06/01/1980;36;21;city;Pout Ndoff;;45887;;19/07/2014;JLF;;
06/01/1980;36;43;city;Taiba Mbaye;;53587;;19/07/2014;JLF;;
06/01/1980;36;44;city;Taiba Ndiaye;;53937;;19/07/2014;JLF;;
06/01/1980;36;23;city;Tatene Mbambara;;46587;;19/07/2014;JLF;;
06/01/1980;36;33;city;Thialle;;50087;;19/07/2014;JLF;;
06/01/1980;36;26;city;Thiokhol;;47637;;19/07/2014;JLF;;
06/01/1980;36;29;city;Touba Peykouck;;48687;;19/07/2014;JLF;;
06/01/1980;35;25;city;Baback Ouolof;;47286;;19/07/2014;JLF;;
06/01/1980;35;16;city;Keur Ablaye Diaw;;44136;;19/07/2014;JLF;;
06/01/1980;35;46;city;Keur Demba Diallo;;54636;;19/07/2014;JLF;;
06/01/1980;35;32;city;Keur FranÃ¾ois Gueye;;49736;;19/07/2014;JLF;;
06/01/1980;35;15;city;Keur Issa Diene;;43786;;19/07/2014;JLF;;
06/01/1980;35;17;city;Keur Macoumba Diop;;44486;;19/07/2014;JLF;;
06/01/1980;35;26;city;Keur Massylla Dieye;;47636;;19/07/2014;JLF;;
06/01/1980;35;40;city;Mbaraglou Moussa;;52536;;19/07/2014;JLF;;
06/01/1980;35;50;city;Mboro Databal;;56036;;19/07/2014;JLF;;
06/01/1980;35;53;city;Mboro Ndeundecat;;57086;;19/07/2014;JLF;;
06/01/1980;35;7;city;Mbouleme;;40986;;19/07/2014;JLF;;
06/01/1980;35;41;city;Ndiouye;;52886;;19/07/2014;JLF;;
06/01/1980;35;47;city;Ndong;;54986;;19/07/2014;JLF;;
06/01/1980;35;29;city;Ngoumsane;;48686;;19/07/2014;JLF;;
06/01/1980;35;9;city;Sinthiou Mbadane;;41686;;19/07/2014;JLF;;
06/01/1980;35;6;city;Soussane Bambara;;40636;;19/07/2014;JLF;;
06/01/1980;35;44;city;Taiba Santhie;;53936;;19/07/2014;JLF;;
06/01/1980;35;13;city;Takhoum Ouolof;;43086;;19/07/2014;JLF;;
06/01/1980;35;23;city;Tatene Serere;;46586;;19/07/2014;JLF;;
06/01/1980;35;24;city;Tatene Toucouleur;;46936;;19/07/2014;JLF;;
06/01/1980;35;28;city;Tawa Fall;;48336;;19/07/2014;JLF;;
06/01/1980;35;34;city;Thiaoune Bambara;;50436;;19/07/2014;JLF;;
06/01/1980;34;42;city;Baity Ndiaye;;53235;;19/07/2014;JLF;;
06/01/1980;34;25;city;Dioungane;;47285;;19/07/2014;JLF;;
06/01/1980;34;11;city;Fandane Serere;;42385;;19/07/2014;JLF;;
06/01/1980;34;9;city;Keur Balla Lo;;41685;;19/07/2014;JLF;;
06/01/1980;34;26;city;Keur Ibra Fall;;47635;;19/07/2014;JLF;;
06/01/1980;34;41;city;Keur Massongo;;52885;;19/07/2014;JLF;;
06/01/1980;34;16;city;Keur Massouka;;44135;;19/07/2014;JLF;;
06/01/1980;34;46;city;Keur Saliou Ba;;54635;;19/07/2014;JLF;;
06/01/1980;34;28;city;Leona Niang;;48335;;19/07/2014;JLF;;
06/01/1980;34;36;city;Mbampana;;51135;;19/07/2014;JLF;;
06/01/1980;34;47;city;Ndame Lo;;54985;;19/07/2014;JLF;;
06/01/1980;34;40;city;Ndiafougne;;52535;;19/07/2014;JLF;;
06/01/1980;34;14;city;Ndiarmeo;;43435;;19/07/2014;JLF;;
06/01/1980;34;29;city;Ndouffouck;;48685;;19/07/2014;JLF;;
06/01/1980;34;22;city;Palam Thioyane;;46235;;19/07/2014;JLF;;
06/01/1980;34;24;city;Palew Serere;;46935;;19/07/2014;JLF;;
06/01/1980;34;2;city;Pointe Sarene;;39235;;19/07/2014;JLF;;
06/01/1980;34;7;city;Sydibougou;;40985;;19/07/2014;JLF;;
06/01/1980;34;30;city;Thies;;49035;;19/07/2014;JLF;;
06/01/1980;34;30;city;Thies;;49035;;19/07/2014;JLF;;
06/01/1980;33;41;city;Baity Bacar;;52884;;19/07/2014;JLF;;
06/01/1980;33;45;city;Bale Samb;;54284;;19/07/2014;JLF;;
06/01/1980;33;35;city;Colobane Thiombane;;50784;;19/07/2014;JLF;;
06/01/1980;33;22;city;Diass Palam;;46234;;19/07/2014;JLF;;
06/01/1980;33;10;city;Falokh Ouolof;;42034;;19/07/2014;JLF;;
06/01/1980;33;11;city;Fandane Ouolof;;42384;;19/07/2014;JLF;;
06/01/1980;33;27;city;Keur Dieumbe Ndiaye;;47984;;19/07/2014;JLF;;
06/01/1980;33;44;city;Khelcom;;53934;;19/07/2014;JLF;;
06/01/1980;33;50;city;Lobor Peulh;;56034;;19/07/2014;JLF;;
06/01/1980;33;7;city;Mballing;;40984;;19/07/2014;JLF;;
06/01/1980;33;26;city;Mbomboye;;47634;;19/07/2014;JLF;;
06/01/1980;33;51;city;Mboro Khondio;;56384;;19/07/2014;JLF;;
06/01/1980;33;5;city;Nianing;;40284;;19/07/2014;JLF;;
06/01/1980;33;5;city;Nianing;;40284;;19/07/2014;JLF;;
06/01/1980;33;25;city;Sangue;;47284;;19/07/2014;JLF;;
06/01/1980;33;20;city;Sipane;;45534;;19/07/2014;JLF;;
06/01/1980;33;14;city;Tene Toubab;;43434;;19/07/2014;JLF;;
06/01/1980;33;46;city;Thieno Ndiaye;;54634;;19/07/2014;JLF;;
06/01/1980;33;40;city;Thilane Dior;;52534;;19/07/2014;JLF;;
06/01/1980;33;16;city;Thiombolodji;;44134;;19/07/2014;JLF;;
06/01/1980;33;6;city;Warang Soce;;40634;;19/07/2014;JLF;;
06/01/1980;32;23;city;Birbirane;;46583;;19/07/2014;JLF;;
06/01/1980;32;40;city;Gaout;;52533;;19/07/2014;JLF;;
06/01/1980;32;27;city;Keur Mamour Ngoundji;;47983;;19/07/2014;JLF;;
06/01/1980;32;17;city;Kop-Goyane;;44483;;19/07/2014;JLF;;
06/01/1980;32;43;city;Macka Gueye Beye;;53583;;19/07/2014;JLF;;
06/01/1980;32;11;city;Malicounda Ouolof;;42383;;19/07/2014;JLF;;
06/01/1980;32;12;city;Malicounda Serere;;42733;;19/07/2014;JLF;;
06/01/1980;32;45;city;Ndiop Sao;;54283;;19/07/2014;JLF;;
06/01/1980;32;21;city;Ngolfagning;;45883;;19/07/2014;JLF;;
06/01/1980;32;38;city;Pallo Dial;;51833;;19/07/2014;JLF;;
06/01/1980;32;37;city;Pallo Youga;;51483;;19/07/2014;JLF;;
06/01/1980;32;44;city;Thisse III;;53933;;19/07/2014;JLF;;
06/01/1980;32;28;city;Touba Samb;;48333;;19/07/2014;JLF;;
06/01/1980;32;49;city;Weuta;;55683;;19/07/2014;JLF;;
06/01/1980;31;30;city;Daral Peulh;;49032;;19/07/2014;JLF;;
06/01/1980;31;40;city;Keur Samba Yacine;;52532;;19/07/2014;JLF;;
06/01/1980;31;39;city;Khaye Daga;;52182;;19/07/2014;JLF;;
06/01/1980;31;23;city;Kissane;;46582;;19/07/2014;JLF;;
06/01/1980;31;11;city;Malicounda Bambara;;42382;;19/07/2014;JLF;;
06/01/1980;31;9;city;Mbour;;41682;;19/07/2014;JLF;;
06/01/1980;31;9;city;Mbour;;41682;;19/07/2014;JLF;;
06/01/1980;31;44;city;Merina Samb;;53932;;19/07/2014;JLF;;
06/01/1980;31;38;city;Sambaye Karang;;51832;;19/07/2014;JLF;;
06/01/1980;31;43;city;Sao Mekhe Peulh;;53582;;19/07/2014;JLF;;
06/01/1980;31;22;city;Thieo;;46232;;19/07/2014;JLF;;
06/01/1980;30;39;city;Darou Alpha;;52181;;19/07/2014;JLF;;
06/01/1980;30;12;city;Gandigal;;42731;;19/07/2014;JLF;;
06/01/1980;30;40;city;Keur Pathe Khewe;;52531;;19/07/2014;JLF;;
06/01/1980;30;38;city;Pakhamkouye I;;51831;;19/07/2014;JLF;;
06/01/1980;30;37;city;Pouloune;;51481;;19/07/2014;JLF;;
06/01/1980;30;43;city;Sao;;53581;;19/07/2014;JLF;;
06/01/1980;29;41;city;Mbayene;;52880;;19/07/2014;JLF;;
06/01/1980;29;37;city;Ndiaye Bopp;;51480;;19/07/2014;JLF;;
06/01/1980;29;14;city;Nguekhokh Serere;;43430;;19/07/2014;JLF;;
06/01/1980;29;42;city;Notto Gouye Diama;;53230;;19/07/2014;JLF;;
06/01/1980;28;21;city;Bandia Sessene;;45879;;19/07/2014;JLF;;
06/01/1980;28;40;city;Dieuleuck Ouolof;;52529;;19/07/2014;JLF;;
06/01/1980;28;35;city;Fouloum;;50779;;19/07/2014;JLF;;
06/01/1980;28;12;city;Ndiorokh Mboth;;42729;;19/07/2014;JLF;;
06/01/1980;28;20;city;Ndiorokh Ndoutane;;45529;;19/07/2014;JLF;;
06/01/1980;28;38;city;Nguick Fall;;51829;;19/07/2014;JLF;;
06/01/1980;28;10;city;Saly Portudal;;42029;;19/07/2014;JLF;;
06/01/1980;27;31;city;Galane;;49378;;19/07/2014;JLF;;
06/01/1980;27;37;city;Kemaye;;51478;;19/07/2014;JLF;;
06/01/1980;27;23;city;Kirene;;46578;;19/07/2014;JLF;;
06/01/1980;27;33;city;Ndeuye;;50078;;19/07/2014;JLF;;
06/01/1980;27;40;city;Ngadiaga;;52528;;19/07/2014;JLF;;
06/01/1980;27;12;city;Nguerigne;;42728;;19/07/2014;JLF;;
06/01/1980;27;32;city;Niakhip;;49728;;19/07/2014;JLF;;
06/01/1980;27;28;city;Palal;;48328;;19/07/2014;JLF;;
06/01/1980;27;18;city;Sindia;;44828;;19/07/2014;JLF;;
06/01/1980;27;18;city;Sindia;;44828;;19/07/2014;JLF;;
06/01/1980;27;25;city;Thiambokh;;47278;;19/07/2014;JLF;;
06/01/1980;26;40;city;Beureup Sow;;52527;;19/07/2014;JLF;;
06/01/1980;26;28;city;Gappe;;48327;;19/07/2014;JLF;;
06/01/1980;26;39;city;Keur Mbir Ndao;;52177;;19/07/2014;JLF;;
06/01/1980;26;39;city;Keur Mbir Ndao;;52177;;19/07/2014;JLF;;
06/01/1980;26;38;city;Keur Wore Gor;;51827;;19/07/2014;JLF;;
06/01/1980;26;17;city;Kiniabour I;;44477;;19/07/2014;JLF;;
06/01/1980;26;18;city;Kiniabour II;;44827;;19/07/2014;JLF;;
06/01/1980;26;26;city;Lene;;47627;;19/07/2014;JLF;;
06/01/1980;26;12;city;Ngaparou;;42727;;19/07/2014;JLF;;
06/01/1980;26;29;city;Pout;;48677;;19/07/2014;JLF;;
06/01/1980;26;31;city;Seune Ouolof;;49377;;19/07/2014;JLF;;
06/01/1980;26;30;city;Seune Serere;;49027;;19/07/2014;JLF;;
06/01/1980;26;38;city;Sinou Bacar;;51827;;19/07/2014;JLF;;
06/01/1980;26;25;city;Soune Serere;;47277;;19/07/2014;JLF;;
06/01/1980;26;16;city;Thiafoura;;44127;;19/07/2014;JLF;;
06/01/1980;26;37;city;Thiaye;;51477;;19/07/2014;JLF;;
06/01/1980;25;35;city;Diender Guedj;;50776;;19/07/2014;JLF;;
06/01/1980;25;25;city;Kessoukhate;;47276;;19/07/2014;JLF;;
06/01/1980;25;30;city;Khaye Ouolof;;49026;;19/07/2014;JLF;;
06/01/1980;25;26;city;Landou;;47626;;19/07/2014;JLF;;
06/01/1980;25;22;city;Ndiass;;46226;;19/07/2014;JLF;;
06/01/1980;25;34;city;Ndieuguene;;50426;;19/07/2014;JLF;;
06/01/1980;25;29;city;Sagnafil;;48676;;19/07/2014;JLF;;
06/01/1980;25;28;city;Santhie Serere;;48326;;19/07/2014;JLF;;
06/01/1980;25;13;city;Somone;;43076;;19/07/2014;JLF;;
06/01/1980;25;20;city;Thicky;;45526;;19/07/2014;JLF;;
06/01/1980;25;36;city;Thor Djender;;51126;;19/07/2014;JLF;;
06/01/1980;25;27;city;Touly;;47976;;19/07/2014;JLF;;
06/01/1980;24;15;city;Guereo;;43775;;19/07/2014;JLF;;
06/01/1980;24;28;city;Kayel;;48325;;19/07/2014;JLF;;
06/01/1980;24;29;city;Khodeba;;48675;;19/07/2014;JLF;;
06/01/1980;24;32;city;Mbissao;;49725;;19/07/2014;JLF;;
06/01/1980;24;34;city;Ndame Lo;;50425;;19/07/2014;JLF;;
06/01/1980;24;24;city;Packy;;46925;;19/07/2014;JLF;;
06/01/1980;24;19;city;Raffo;;45175;;19/07/2014;JLF;;
06/01/1980;24;20;city;Samekedji;;45525;;19/07/2014;JLF;;
06/01/1980;24;35;city;Santhie Mame Ngor;;50775;;19/07/2014;JLF;;
06/01/1980;24;36;city;Wakhal;;51125;;19/07/2014;JLF;;
06/01/1980;24;31;city;Yade;;49375;;19/07/2014;JLF;;
06/01/1980;23;34;city;Darou Ndiar;;50424;;19/07/2014;JLF;;
06/01/1980;23;32;city;Gollam;;49724;;19/07/2014;JLF;;
06/01/1980;23;37;city;Kayar;;51474;;19/07/2014;JLF;;
06/01/1980;23;31;city;Keur Sega;;49374;;19/07/2014;JLF;;
06/01/1980;23;22;city;Kholpa;;46224;;19/07/2014;JLF;;
06/01/1980;23;21;city;Mbayard;;45874;;19/07/2014;JLF;;
06/01/1980;23;29;city;Mbirdiam;;48674;;19/07/2014;JLF;;
06/01/1980;23;23;city;Mbourokh Bambara;;46574;;19/07/2014;JLF;;
06/01/1980;23;30;city;Ndirene;;49024;;19/07/2014;JLF;;
06/01/1980;23;17;city;Popenguine;;44474;;19/07/2014;JLF;;
06/01/1980;23;25;city;Toglou Serere;;47274;;19/07/2014;JLF;;
06/01/1980;23;27;city;Yeba;;47974;;19/07/2014;JLF;;
06/01/1980;22;34;city;Beer Thialane;;50423;;19/07/2014;JLF;;
06/01/1980;22;21;city;Dagga;;45873;;19/07/2014;JLF;;
06/01/1980;22;26;city;Gandoul;;47623;;19/07/2014;JLF;;
06/01/1980;22;35;city;Mbaouane;;50773;;19/07/2014;JLF;;
